0 GOBLIN_SPIDERPIT_VENOMSACK_SCIENCE_UPGRADE_BUILDTIME | TO | M_GOBLIN_SPIDERPIT_VENOMSACK_SCIENCE_UPGRADE_BUILDTIME
964 MORDOR_HARADRIMPALACE_LVL1_EXP_AWARD | TO | M_MORDOR_HARADRIMPALACE_LVL1_EXP_AWARD
965 MORDOR_HARADRIMPALACE_HEALTH_DAMAGED | TO | M_MORDOR_HARADRIMPALACE_HEALTH_DAMAGED
966 MORDOR_SLAUGHTERHOUSE_LVL3_EXP_AWARD | TO | M_MORDOR_SLAUGHTERHOUSE_LVL3_EXP_AWARD
967 MORDOR_SLAUGHTERHOUSE_LVL2_EXP_AWARD | TO | M_MORDOR_SLAUGHTERHOUSE_LVL2_EXP_AWARD
968 MORDOR_SLAUGHTERHOUSE_LVL1_EXP_AWARD | TO | M_MORDOR_SLAUGHTERHOUSE_LVL1_EXP_AWARD
969 MORDOR_SLAUGHTERHOUSE_HEALTH_DAMAGED | TO | M_MORDOR_SLAUGHTERHOUSE_HEALTH_DAMAGED
970 MODOR_GATEWATCHEREXPANSION_BUILDTIME | TO | M_MODOR_GATEWATCHEREXPANSION_BUILDTIME
971 MODOR_GATEWATCHEREXPANSION_BUILDCOST | TO | M_MODOR_GATEWATCHEREXPANSION_BUILDCOST
972 MORDOR_BARRICADEEXPANSION_FIRE_DECAY | TO | M_MORDOR_BARRICADEEXPANSION_FIRE_DECAY
973 MORDOR_TECH_BASIC_TRAINING_BUILDTIME | TO | M_MORDOR_TECH_BASIC_TRAINING_BUILDTIME
974 MORDOR_TECH_BASIC_TRAINING_BUILDCOST | TO | M_MORDOR_TECH_BASIC_TRAINING_BUILDCOST
975 MORDOR_CATAPULT_HEADS_FIRINGDURATION | TO | M_MORDOR_CATAPULT_HEADS_FIRINGDURATION
976 MORDOR_CATAPULT_HEADS_PREATTACKDELAY | TO | M_MORDOR_CATAPULT_HEADS_PREATTACKDELAY
977 MORDOR_SOLDIERRHUN_DELAYBETWEENSHOTS | TO | M_MORDOR_SOLDIERRHUN_DELAYBETWEENSHOTS
978 MORDOR_HARADRIMRIDERS_FIRINGDURATION | TO | M_MORDOR_HARADRIMRIDERS_FIRINGDURATION
979 MORDOR_HARADRIMRIDERS_PREATTACKDELAY | TO | M_MORDOR_HARADRIMRIDERS_PREATTACKDELAY
980 MORDOR_HARADRIMRIDERS_HEALTH_DAMAGED | TO | M_MORDOR_HARADRIMRIDERS_HEALTH_DAMAGED
981 MORDOR_HARADRIM_BOW_BOMBARD_MAXRANGE | TO | M_MORDOR_HARADRIM_BOW_BOMBARD_MAXRANGE
982 MORDOR_HARADRIM_BOW_BOMBARD_MINRANGE | TO | M_MORDOR_HARADRIM_BOW_BOMBARD_MINRANGE
983 MORDOR_HARADRIM_HEALTH_RECOVERY_TIME | TO | M_MORDOR_HARADRIM_HEALTH_RECOVERY_TIME
984 MORDOR_TROLL_SHOULDER_FIRINGDURATION | TO | M_MORDOR_TROLL_SHOULDER_FIRINGDURATION
985 MORDOR_TROLL_SHOULDER_PREATTACKDELAY | TO | M_MORDOR_TROLL_SHOULDER_PREATTACKDELAY
986 MORDOR_TROLL_PUNCH_DELAYBETWEENSHOTS | TO | M_MORDOR_TROLL_PUNCH_DELAYBETWEENSHOTS
987 MORDOR_CORSAIR_HORDE_FIRE_BOMB_RANGE | TO | M_MORDOR_CORSAIR_HORDE_FIRE_BOMB_RANGE
988 MORDOR_BLACKORC_HEALTH_RECOVERY_TIME | TO | M_MORDOR_BLACKORC_HEALTH_RECOVERY_TIME
989 ISENGARD_CASTLE_WALLHUB_SHROUD_CLEAR | TO | M_ISENGARD_CASTLE_WALLHUB_SHROUD_CLEAR
990 ISENGARD_CASTLE_WALLHUB_VISION_RANGE | TO | M_ISENGARD_CASTLE_WALLHUB_VISION_RANGE
991 ISENGARD_WARG_SENTRY_FIRE_RESISTANCE | TO | M_ISENGARD_WARG_SENTRY_FIRE_RESISTANCE
992 ISENGARD_TAVERN_HEALTH_REALLYDAMAGED | TO | M_ISENGARD_TAVERN_HEALTH_REALLYDAMAGED
993 ISENGARD_WARGPIT_LEVEL3_UPGRADE_COST | TO | M_ISENGARD_WARGPIT_LEVEL3_UPGRADE_COST
994 ISENGARD_WARGPIT_LEVEL2_UPGRADE_COST | TO | M_ISENGARD_WARGPIT_LEVEL2_UPGRADE_COST
995 ISENGARD_URUKPIT_LEVEL3_UPGRADE_COST | TO | M_ISENGARD_URUKPIT_LEVEL3_UPGRADE_COST
996 ISENGARD_URUKPIT_LEVEL2_UPGRADE_COST | TO | M_ISENGARD_URUKPIT_LEVEL2_UPGRADE_COST
997 ISENGARD_MINELAUNCHER_FIRINGDURATION | TO | M_ISENGARD_MINELAUNCHER_FIRINGDURATION
998 ISENGARD_MINELAUNCHER_PREATTACKDELAY | TO | M_ISENGARD_MINELAUNCHER_PREATTACKDELAY
999 ISENGARD_BALLISTAEXPANSION_FIRE_FUEL | TO | M_ISENGARD_BALLISTAEXPANSION_FIRE_FUEL
1000 ISENGARD_BALLISTAEXPANSION_BUILDTIME | TO | M_ISENGARD_BALLISTAEXPANSION_BUILDTIME
1001 ISENGARD_BALLISTAEXPANSION_BUILDCOST | TO | M_ISENGARD_BALLISTAEXPANSION_BUILDCOST
1002 ISENGARD_TOWEREXPANSION_BOUNTY_VALUE | TO | M_ISENGARD_TOWEREXPANSION_BOUNTY_VALUE
1003 ISENGARD_FORTRESS_FIRE_MAX_BURN_RATE | TO | M_ISENGARD_FORTRESS_FIRE_MAX_BURN_RATE
1004 ISENGARD_BANNER_HEALTH_RECOVERY_TIME | TO | M_ISENGARD_BANNER_HEALTH_RECOVERY_TIME
1005 ISENGARD_BATTERINGRAM_FIRINGDURATION | TO | M_ISENGARD_BATTERINGRAM_FIRINGDURATION
1006 ISENGARD_BATTERINGRAM_PREATTACKDELAY | TO | M_ISENGARD_BATTERINGRAM_PREATTACKDELAY
1007 ISENGARD_BATTERINGRAM_HEALTH_DAMAGED | TO | M_ISENGARD_BATTERINGRAM_HEALTH_DAMAGED
1008 ISENGARD_WILDMANAXE_BOMBARD_MAXRANGE | TO | M_ISENGARD_WILDMANAXE_BOMBARD_MAXRANGE
1009 ISENGARD_WILDMANAXE_BOMBARD_MINRANGE | TO | M_ISENGARD_WILDMANAXE_BOMBARD_MINRANGE
1010 ISENGARD_WILDMAN_THROWN_TORCH_RADIUS | TO | M_ISENGARD_WILDMAN_THROWN_TORCH_RADIUS
1011 ISENGARD_WILDMAN_THROWN_TORCH_DAMAGE | TO | M_ISENGARD_WILDMAN_THROWN_TORCH_DAMAGE
1012 BERSERKER_REALLY_DAMAGED_DAMAGE_MULT | TO | M_BERSERKER_REALLY_DAMAGED_DAMAGE_MULT
1013 ISENGARD_BERSERKER_DELAYBETWEENSHOTS | TO | M_ISENGARD_BERSERKER_DELAYBETWEENSHOTS
1014 ISENGARD_WARGPACK_HORDE_SHROUD_RANGE | TO | M_ISENGARD_WARGPACK_HORDE_SHROUD_RANGE
1015 ISENGARD_WARGPACK_HORDE_VISION_RANGE | TO | M_ISENGARD_WARGPACK_HORDE_VISION_RANGE
1016 ISENGARD_WARGRIDER_DELAYBETWEENSHOTS | TO | M_ISENGARD_WARGRIDER_DELAYBETWEENSHOTS
1017 ISENGARD_URUKCROSSBOW_DAMAGE_UPGRADE | TO | M_ISENGARD_URUKCROSSBOW_DAMAGE_UPGRADE
1018 ISENGARD_URUKCROSSBOW_FIRINGDURATION | TO | M_ISENGARD_URUKCROSSBOW_FIRINGDURATION
1019 ISENGARD_URUKCROSSBOW_PREATTACKDELAY | TO | M_ISENGARD_URUKCROSSBOW_PREATTACKDELAY
1020 ISENGARD_URUKCROSSBOW_HEALTH_DAMAGED | TO | M_ISENGARD_URUKCROSSBOW_HEALTH_DAMAGED
1021 ISENGARD_PORTER_HEALTH_RECOVERY_TIME | TO | M_ISENGARD_PORTER_HEALTH_RECOVERY_TIME
1022 ANGMAR_SHADE_CHOMP_DELAYBETWEENSHOTS | TO | M_ANGMAR_SHADE_CHOMP_DELAYBETWEENSHOTS
1023 SHADEOFWOLF_SWORD_SWIPE_DAMAGE_FROST | TO | M_SHADEOFWOLF_SWORD_SWIPE_DAMAGE_FROST
1024 ANGMAR_THRALL_MASTER_LVL4_EXP_NEEDED | TO | M_ANGMAR_THRALL_MASTER_LVL4_EXP_NEEDED
1025 ANGMAR_THRALL_MASTER_LVL3_EXP_NEEDED | TO | M_ANGMAR_THRALL_MASTER_LVL3_EXP_NEEDED
1026 ANGMAR_THRALL_MASTER_LVL2_EXP_NEEDED | TO | M_ANGMAR_THRALL_MASTER_LVL2_EXP_NEEDED
1027 ANGMAR_NECRO_FELL_STRENGTH_WEAPON_ID | TO | M_ANGMAR_NECRO_FELL_STRENGTH_WEAPON_ID
1028 ANGMAR_NECRO_WELL_OF_SOULS_WEAPON_ID | TO | M_ANGMAR_NECRO_WELL_OF_SOULS_WEAPON_ID
1029 ANGMAR_NECRO_CORPSE_RAIN_NUM_CORPSES | TO | M_ANGMAR_NECRO_CORPSE_RAIN_NUM_CORPSES
1030 ANGMAR_NECRO_CORPSE_RAIN_START_RANGE | TO | M_ANGMAR_NECRO_CORPSE_RAIN_START_RANGE
1031 ANGMAR_NECRO_SOUL_FREEZE_START_RANGE | TO | M_ANGMAR_NECRO_SOUL_FREEZE_START_RANGE
1032 ANGMAR_NECRO_BLACK_ICE_ATTACK_RADIUS | TO | M_ANGMAR_NECRO_BLACK_ICE_ATTACK_RADIUS
1033 ANGMAR_PERSONAL_ICE_ARROWS_BUILDTIME | TO | M_ANGMAR_PERSONAL_ICE_ARROWS_BUILDTIME
1034 ANGMAR_PERSONAL_ICE_ARROWS_BUILDCOST | TO | M_ANGMAR_PERSONAL_ICE_ARROWS_BUILDCOST
1035 ANGMAR_TECH_BASIC_TRAINING_BUILDTIME | TO | M_ANGMAR_TECH_BASIC_TRAINING_BUILDTIME
1036 ANGMAR_TECH_BASIC_TRAINING_BUILDCOST | TO | M_ANGMAR_TECH_BASIC_TRAINING_BUILDCOST
1037 ANGMAR_WALL_CATAPULT_SMALL_EXP_AWARD | TO | M_ANGMAR_WALL_CATAPULT_SMALL_EXP_AWARD
1038 ANGMAR_WALLGATE_SMALL_HEALTH_DAMAGED | TO | M_ANGMAR_WALLGATE_SMALL_HEALTH_DAMAGED
1039 ANGMAR_HALLOFTWILIGHT_LVL3_EXP_AWARD | TO | M_ANGMAR_HALLOFTWILIGHT_LVL3_EXP_AWARD
1040 ANGMAR_HALLOFTWILIGHT_LVL2_EXP_AWARD | TO | M_ANGMAR_HALLOFTWILIGHT_LVL2_EXP_AWARD
1041 ANGMAR_HALLOFTWILIGHT_LVL1_EXP_AWARD | TO | M_ANGMAR_HALLOFTWILIGHT_LVL1_EXP_AWARD
1042 ANGMAR_HALLOFTWILIGHT_HEALTH_DAMAGED | TO | M_ANGMAR_HALLOFTWILIGHT_HEALTH_DAMAGED
1043 ANGMAR_TROLLSLING_HORDE_VISION_RANGE | TO | M_ANGMAR_TROLLSLING_HORDE_VISION_RANGE
1044 ANGMAR_HILLTROLL_STAB_FIRINGDURATION | TO | M_ANGMAR_HILLTROLL_STAB_FIRINGDURATION
1045 ANGMAR_HILLTROLL_STAB_PREATTACKDELAY | TO | M_ANGMAR_HILLTROLL_STAB_PREATTACKDELAY
1046 ANGMAR_SNOWTROLL_PICK_DAMAGE_UPGRADE | TO | M_ANGMAR_SNOWTROLL_PICK_DAMAGE_UPGRADE
1047 ANGMAR_SNOWTROLL_STAB_FIRINGDURATION | TO | M_ANGMAR_SNOWTROLL_STAB_FIRINGDURATION
1048 ANGMAR_SNOWTROLL_STAB_PREATTACKDELAY | TO | M_ANGMAR_SNOWTROLL_STAB_PREATTACKDELAY
1049 ANGMAR_DIREWOLF_SWORD_FIRINGDURATION | TO | M_ANGMAR_DIREWOLF_SWORD_FIRINGDURATION
1050 ANGMAR_DIREWOLF_SWORD_PREATTACKDELAY | TO | M_ANGMAR_DIREWOLF_SWORD_PREATTACKDELAY
1051 ANGMAR_DIREWOLF_HEALTH_RECOVERY_TIME | TO | M_ANGMAR_DIREWOLF_HEALTH_RECOVERY_TIME
1052 ANGMAR_RANGER_LONGSHOT_CURSOR_RADIUS | TO | M_ANGMAR_RANGER_LONGSHOT_CURSOR_RADIUS
1053 ROHAN_ARMORY_MAXHEALTH_REALLYDAMAGED | TO | M_ROHAN_ARMORY_MAXHEALTH_REALLYDAMAGED
1054 ROHAN_PERSONAL_HEAVY_ARMOR_BUILDTIME | TO | M_ROHAN_PERSONAL_HEAVY_ARMOR_BUILDTIME
1055 ROHAN_PERSONAL_HEAVY_ARMOR_BUILDCOST | TO | M_ROHAN_PERSONAL_HEAVY_ARMOR_BUILDCOST
1056 ROHAN_PERSONAL_FIRE_ARROWS_BUILDTIME | TO | M_ROHAN_PERSONAL_FIRE_ARROWS_BUILDTIME
1057 ROHAN_PERSONAL_FIRE_ARROWS_BUILDCOST | TO | M_ROHAN_PERSONAL_FIRE_ARROWS_BUILDCOST
1058 ROHAN_ROHIRRIM_ARCHER_HEALTH_DAMAGED | TO | M_ROHAN_ROHIRRIM_ARCHER_HEALTH_DAMAGED
1059 MEN_WALLTREBUCHET_SMALL_SHROUD_CLEAR | TO | M_MEN_WALLTREBUCHET_SMALL_SHROUD_CLEAR
1060 MEN_WALLTREBUCHET_SMALL_VISION_RANGE | TO | M_MEN_WALLTREBUCHET_SMALL_VISION_RANGE
1061 MEN_POSTERNGATE_SMALL_HEALTH_DAMAGED | TO | M_MEN_POSTERNGATE_SMALL_HEALTH_DAMAGED
1062 MEN_WALLSEGMENT_SMALL_HEALTH_DAMAGED | TO | M_MEN_WALLSEGMENT_SMALL_HEALTH_DAMAGED
1063 GONDOR_GARRISON_FIREARROWS_BUILDTIME | TO | M_GONDOR_GARRISON_FIREARROWS_BUILDTIME
1064 GONDOR_GARRISON_FIREARROWS_BUILDCOST | TO | M_GONDOR_GARRISON_FIREARROWS_BUILDCOST
1065 GONDOR_NEMENOR_STONEWORK_ARMOR_BONUS | TO | M_GONDOR_NEMENOR_STONEWORK_ARMOR_BONUS
1066 GONDOR_STABLES_HEALTH_REALLY_DAMAGED | TO | M_GONDOR_STABLES_HEALTH_REALLY_DAMAGED
1067 GONDOR_ARCHERYRANGE_LVL3_BUILD_SPEED | TO | M_GONDOR_ARCHERYRANGE_LVL3_BUILD_SPEED
1068 GONDOR_ARCHERYRANGE_LVL2_BUILD_SPEED | TO | M_GONDOR_ARCHERYRANGE_LVL2_BUILD_SPEED
1069 MEN_FORTRESS_IVORY_TOWER_VISION_TIME | TO | M_MEN_FORTRESS_IVORY_TOWER_VISION_TIME
1070 GONDOR_TECH_BASIC_TRAINING_BUILDTIME | TO | M_GONDOR_TECH_BASIC_TRAINING_BUILDTIME
1071 GONDOR_TECH_BASIC_TRAINING_BUILDCOST | TO | M_GONDOR_TECH_BASIC_TRAINING_BUILDCOST
1072 GONDOR_TREBUCHET_FUEL_MAX_RESISTANCE | TO | M_GONDOR_TREBUCHET_FUEL_MAX_RESISTANCE
1073 GONDOR_TREBUCHET_EXPANSION_AIM_DELTA | TO | M_GONDOR_TREBUCHET_EXPANSION_AIM_DELTA
1074 GONDOR_TREBUCHET_FIRE_UPGRADE_DAMAGE | TO | M_GONDOR_TREBUCHET_FIRE_UPGRADE_DAMAGE
1075 GONDOR_RANGER_LONGSHOT_CURSOR_RADIUS | TO | M_GONDOR_RANGER_LONGSHOT_CURSOR_RADIUS
1076 GONDOR_SPEARMEN_HEALTH_RECOVERY_TIME | TO | M_GONDOR_SPEARMEN_HEALTH_RECOVERY_TIME
1077 GONDOR_TOWERGUARD_HORDE_SHROUD_RANGE | TO | M_GONDOR_TOWERGUARD_HORDE_SHROUD_RANGE
1078 GONDOR_TOWERGUARD_HORDE_VISION_RANGE | TO | M_GONDOR_TOWERGUARD_HORDE_VISION_RANGE
1079 ELVEN_PERSONAL_HEAVY_ARMOR_BUILDTIME | TO | M_ELVEN_PERSONAL_HEAVY_ARMOR_BUILDTIME
1080 ELVEN_PERSONAL_HEAVY_ARMOR_BUILDCOST | TO | M_ELVEN_PERSONAL_HEAVY_ARMOR_BUILDCOST
1081 ELVEN_CASTLE_WALLGATE_HEALTH_DAMAGED | TO | M_ELVEN_CASTLE_WALLGATE_HEALTH_DAMAGED
1082 ELVEN_VIGILANTENTEXPANSION_FIRE_FUEL | TO | M_ELVEN_VIGILANTENTEXPANSION_FIRE_FUEL
1083 ELVEN_VIGILANTENTEXPANSION_BUILDTIME | TO | M_ELVEN_VIGILANTENTEXPANSION_BUILDTIME
1084 ELVEN_VIGILANTENTEXPANSION_BUILDCOST | TO | M_ELVEN_VIGILANTENTEXPANSION_BUILDCOST
1085 ELVEN_WATCHTOWEREXPANSION_FIRE_DECAY | TO | M_ELVEN_WATCHTOWEREXPANSION_FIRE_DECAY
1086 ELVEN_FORTRESS_WALL_EFFECTIVE_RADIUS | TO | M_ELVEN_FORTRESS_WALL_EFFECTIVE_RADIUS
1087 ELVEN_FORTRESS_HEALTH_REALLY_DAMAGED | TO | M_ELVEN_FORTRESS_HEALTH_REALLY_DAMAGED
1088 ELVEN_GREEN_PASTURE_MAXHEALTHDAMAGED | TO | M_ELVEN_GREEN_PASTURE_MAXHEALTHDAMAGED
1089 ELVEN_GREEN_PASTURE_LVL3_BUILD_SPEED | TO | M_ELVEN_GREEN_PASTURE_LVL3_BUILD_SPEED
1090 ELVEN_GREEN_PASTURE_LVL2_BUILD_SPEED | TO | M_ELVEN_GREEN_PASTURE_LVL2_BUILD_SPEED
1091 ELVEN_BARRACKS_HEALTH_REALLY_DAMAGED | TO | M_ELVEN_BARRACKS_HEALTH_REALLY_DAMAGED
1092 ELVEN_FORGE_LEVEL3_UPGRADE_BUILDTIME | TO | M_ELVEN_FORGE_LEVEL3_UPGRADE_BUILDTIME
1093 ELVEN_FORGE_LEVEL2_UPGRADE_BUILDTIME | TO | M_ELVEN_FORGE_LEVEL2_UPGRADE_BUILDTIME
1094 ELVEN_RIVENDELLARCHER_HORSEBOW_RANGE | TO | M_ELVEN_RIVENDELLARCHER_HORSEBOW_RANGE
1095 ELVEN_RIVENDELLARCHER_FIRINGDURATION | TO | M_ELVEN_RIVENDELLARCHER_FIRINGDURATION
1096 ELVEN_RIVENDELLARCHER_PREATTACKDELAY | TO | M_ELVEN_RIVENDELLARCHER_PREATTACKDELAY
1097 ELVEN_RIVENDELLARCHER_HEALTH_DAMAGED | TO | M_ELVEN_RIVENDELLARCHER_HEALTH_DAMAGED
1098 ELVEN_RIVENDELLLANCER_FIRINGDURATION | TO | M_ELVEN_RIVENDELLLANCER_FIRINGDURATION
1099 ELVEN_RIVENDELLLANCER_PREATTACKDELAY | TO | M_ELVEN_RIVENDELLLANCER_PREATTACKDELAY
1100 ELVEN_RIVENDELLLANCER_HEALTH_DAMAGED | TO | M_ELVEN_RIVENDELLLANCER_HEALTH_DAMAGED
1101 ELVEN_MIRKWOOD_ARCHER_HEALTH_DAMAGED | TO | M_ELVEN_MIRKWOOD_ARCHER_HEALTH_DAMAGED
1102 GOOD_SHIP_CIRDANSCRAFTWORK_BUILDTIME | TO | M_GOOD_SHIP_CIRDANSCRAFTWORK_BUILDTIME
1103 GOOD_SHIP_CIRDANSCRAFTWORK_BUILDCOST | TO | M_GOOD_SHIP_CIRDANSCRAFTWORK_BUILDCOST
1104 DWARVEN_TECH_FORGED_BLADES_BUILDTIME | TO | M_DWARVEN_TECH_FORGED_BLADES_BUILDTIME
1105 DWARVEN_TECH_FORGED_BLADES_BUILDCOST | TO | M_DWARVEN_TECH_FORGED_BLADES_BUILDCOST
1106 DWARVEN_ARCHERYRANGE_LVL3_EXP_NEEDED | TO | M_DWARVEN_ARCHERYRANGE_LVL3_EXP_NEEDED
1107 DWARVEN_ARCHERYRANGE_LVL2_EXP_NEEDED | TO | M_DWARVEN_ARCHERYRANGE_LVL2_EXP_NEEDED
1108 DWARVEN_WALLCATAPULT_SMALL_BUILDTIME | TO | M_DWARVEN_WALLCATAPULT_SMALL_BUILDTIME
1109 DWARVEN_WALLCATAPULT_SMALL_BUILDCOST | TO | M_DWARVEN_WALLCATAPULT_SMALL_BUILDCOST
1110 DWARVEN_WALLTOWER_SMALL_SHROUD_CLEAR | TO | M_DWARVEN_WALLTOWER_SMALL_SHROUD_CLEAR
1111 DWARVEN_WALLTOWER_SMALL_VISION_RANGE | TO | M_DWARVEN_WALLTOWER_SMALL_VISION_RANGE
1112 DWARVEN_WALLHUB_SMALL_HEALTH_DAMAGED | TO | M_DWARVEN_WALLHUB_SMALL_HEALTH_DAMAGED
1113 DWARVEN_HALLEXPANSION_HEALTH_DAMAGED | TO | M_DWARVEN_HALLEXPANSION_HEALTH_DAMAGED
1114 DWARVEN_MIGHTYCATAPULT_DAMAGE_RADIUS | TO | M_DWARVEN_MIGHTYCATAPULT_DAMAGE_RADIUS
1115 DWARVEN_ZERKER_AXE_DELAYBETWEENSHOTS | TO | M_DWARVEN_ZERKER_AXE_DELAYBETWEENSHOTS
1116 DWARVEN_CATAPULT_EXPANSION_AIM_DELTA | TO | M_DWARVEN_CATAPULT_EXPANSION_AIM_DELTA
1117 DWARVEN_CATAPULT_ROCK_FIRINGDURATION | TO | M_DWARVEN_CATAPULT_ROCK_FIRINGDURATION
1118 DWARVEN_CATAPULT_ROCK_PREATTACKDELAY | TO | M_DWARVEN_CATAPULT_ROCK_PREATTACKDELAY
1119 DWARVEN_BATTLEWAGON_PASSENGER_DAMAGE | TO | M_DWARVEN_BATTLEWAGON_PASSENGER_DAMAGE
1120 DWARVEN_PHALANX_HEALTH_RECOVERY_TIME | TO | M_DWARVEN_PHALANX_HEALTH_RECOVERY_TIME
1121 DWARVEN_AXETHROWER_DELAYBETWEENSHOTS | TO | M_DWARVEN_AXETHROWER_DELAYBETWEENSHOTS
1122 DWARVEN_MENOFDALE_DAMAGE_BLACKARROWS | TO | M_DWARVEN_MENOFDALE_DAMAGE_BLACKARROWS
1123 DWARVEN_MENOFDALE_BOW_RELOADTIME_MAX | TO | M_DWARVEN_MENOFDALE_BOW_RELOADTIME_MAX
1124 DWARVEN_MENOFDALE_BOW_RELOADTIME_MIN | TO | M_DWARVEN_MENOFDALE_BOW_RELOADTIME_MIN
1125 DWARVEN_MENOFDALE_HORDE_VISION_RANGE | TO | M_DWARVEN_MENOFDALE_HORDE_VISION_RANGE
1126 AUTORESOLVE_GOOD_SOLDIER_HP_ADD_LVL9 | TO | M_AUTORESOLVE_GOOD_SOLDIER_HP_ADD_LVL9
1127 AUTORESOLVE_GOOD_SOLDIER_HP_ADD_LVL8 | TO | M_AUTORESOLVE_GOOD_SOLDIER_HP_ADD_LVL8
1128 AUTORESOLVE_GOOD_SOLDIER_HP_ADD_LVL7 | TO | M_AUTORESOLVE_GOOD_SOLDIER_HP_ADD_LVL7
1129 AUTORESOLVE_GOOD_SOLDIER_HP_ADD_LVL6 | TO | M_AUTORESOLVE_GOOD_SOLDIER_HP_ADD_LVL6
1130 AUTORESOLVE_GOOD_SOLDIER_HP_ADD_LVL5 | TO | M_AUTORESOLVE_GOOD_SOLDIER_HP_ADD_LVL5
1131 AUTORESOLVE_GOOD_SOLDIER_HP_ADD_LVL4 | TO | M_AUTORESOLVE_GOOD_SOLDIER_HP_ADD_LVL4
1132 AUTORESOLVE_GOOD_SOLDIER_HP_ADD_LVL3 | TO | M_AUTORESOLVE_GOOD_SOLDIER_HP_ADD_LVL3
1133 AUTORESOLVE_GOOD_SOLDIER_HP_ADD_LVL2 | TO | M_AUTORESOLVE_GOOD_SOLDIER_HP_ADD_LVL2
1134 GENERIC_FORTRESS_COMMAND_POINT_BONUS | TO | M_GENERIC_FORTRESS_COMMAND_POINT_BONUS
1135 CAMOUFLAGE_DETECTION_DISTANCE_MEDIUM | TO | M_CAMOUFLAGE_DETECTION_DISTANCE_MEDIUM
1136 TRANSPORTSHIP_PASSENGER_OBJECTFILTER | TO | M_TRANSPORTSHIP_PASSENGER_OBJECTFILTER
1137 EMOTION_ALWAYS_AFRAIDOF_OBJECTFILTER | TO | M_EMOTION_ALWAYS_AFRAIDOF_OBJECTFILTER
1138 GENERIC_BUFF_RECIPIENT_OBJECT_FILTER | TO | M_GENERIC_BUFF_RECIPIENT_OBJECT_FILTER
1139 STANDARD_WALL_STAGGERED_BUILD_FACTOR | TO | M_STANDARD_WALL_STAGGERED_BUILD_FACTOR
1140 CAH_CRIPPLESTRIKERANGED_LEVEL4_COST | TO | M_CAH_CRIPPLESTRIKERANGED_LEVEL4_COST
1141 CAH_CRIPPLESTRIKERANGED_LEVEL3_COST | TO | M_CAH_CRIPPLESTRIKERANGED_LEVEL3_COST
1142 CAH_CRIPPLESTRIKERANGED_LEVEL2_COST | TO | M_CAH_CRIPPLESTRIKERANGED_LEVEL2_COST
1143 CAH_CRIPPLESTRIKERANGED_LEVEL1_COST | TO | M_CAH_CRIPPLESTRIKERANGED_LEVEL1_COST
1144 WILD_GIANTSENTRYEXPANSION_FIRE_FUEL | TO | M_WILD_GIANTSENTRYEXPANSION_FIRE_FUEL
1145 WILD_SPIDERHOLESEXPANSION_FIRE_FUEL | TO | M_WILD_SPIDERHOLESEXPANSION_FIRE_FUEL
1146 SPELL_SUNFLARE_VIEW_OBJECT_DURATION | TO | M_SPELL_SUNFLARE_VIEW_OBJECT_DURATION
1147 SPELL_SUNFLARE_FIRE_MINMAX_BURNRATE | TO | M_SPELL_SUNFLARE_FIRE_MINMAX_BURNRATE
1148 SPELL_UNDERMINE_SPAWN_DAMAGE_RADIUS | TO | M_SPELL_UNDERMINE_SPAWN_DAMAGE_RADIUS
1149 SPELL_REBUILD_RADIUS_STRUCTURE_SCAN | TO | M_SPELL_REBUILD_RADIUS_STRUCTURE_SCAN
1150 MORDOR_HARADRIM_ARCHER_HORDE_THREAT | TO | M_MORDOR_HARADRIM_ARCHER_HORDE_THREAT
1151 MORDOR_CORSAIRSOFUMBAR_HORDE_THREAT | TO | M_MORDOR_CORSAIRSOFUMBAR_HORDE_THREAT
1152 BRUTAL_AI_SINGLE_PLAYER_DAMAGE_MULT | TO | M_BRUTAL_AI_SINGLE_PLAYER_DAMAGE_MULT
1153 MEDIUM_AI_SINGLE_PLAYER_DAMAGE_MULT | TO | M_MEDIUM_AI_SINGLE_PLAYER_DAMAGE_MULT
1154 BASIC_INFANTRY_CRUSH_REVENGE_DAMAGE | TO | M_BASIC_INFANTRY_CRUSH_REVENGE_DAMAGE
1155 SUPER_INFANTRY_CRUSH_REVENGE_DAMAGE | TO | M_SUPER_INFANTRY_CRUSH_REVENGE_DAMAGE
1156 NORMAL_MOUNTED_VERYFAST_HORDE_SPEED | TO | M_NORMAL_MOUNTED_VERYFAST_HORDE_SPEED
1157 NORMAL_MORDOR_INFANTRY_MEMBER_SPEED | TO | M_NORMAL_MORDOR_INFANTRY_MEMBER_SPEED
1158 NORMAL_ISENGARD_CAVALRY_HORDE_SPEED | TO | M_NORMAL_ISENGARD_CAVALRY_HORDE_SPEED
1159 NORMAL_ISENGARD_PIKEMEN_HORDE_SPEED | TO | M_NORMAL_ISENGARD_PIKEMEN_HORDE_SPEED
1160 LESSER_WIGHT_REINFORCEMENT_LIFETIME | TO | M_LESSER_WIGHT_REINFORCEMENT_LIFETIME
1161 BARROWWIGHT_SWORD_DELAYBETWEENSHOTS | TO | M_BARROWWIGHT_SWORD_DELAYBETWEENSHOTS
1162 OATHBREAKER_SWORD_DELAYBETWEENSHOTS | TO | M_OATHBREAKER_SWORD_DELAYBETWEENSHOTS
1163 BALROG_SWORD_CHOP_DAMAGE_STRUCTURAL | TO | M_BALROG_SWORD_CHOP_DAMAGE_STRUCTURAL
